 Substation Name, Nominal Voltage (kV), Redacted Data, Residential Customer Count, Commercial Customer Count, Industrial Customer Count, Agricultural Customer Count, Other Customers, Existing Distributed Generation (kW), Queued Distributed Generation (kW), Total Distributed Generation (kW),OBJECTID,feederid,feeder_name,division,last_update_on_map
MANCHESTER,12kV,No,2493,306,68,0,12,2180,140,2320,2559,253921106,MANCHESTER 1106,Fresno,6/2/2025 1:21:05 AM
FULTON,12kV,Yes,1502,230,93,89,11,5600,1800,7400,2560,042561105,FULTON 1105,Sonoma,6/2/2025 1:21:05 AM
LERDO,12kV,Yes,118,32,41,36,2,19490,1300,20790,2561,253491112,LERDO 1112,Kern,6/2/2025 1:21:05 AM
NOTRE DAME,12kV,No,3300,182,71,7,8,6120,11780,17900,2562,102041104,NOTRE DAME 1104,North Valley,6/2/2025 1:21:05 AM
HERDLYN,12kV,No,615,154,61,76,36,4870,990,5860,2563,163741102,HERDLYN 1102,Diablo,6/2/2025 1:21:05 AM
EMBARCADERO (Z),12kV,Yes,236,55,57,0,29,1740,100,1840,2564,022871114,EMBARCADERO (Z) 1114,San Francisco,6/2/2025 1:21:05 AM
MABURY,12kV,No,3867,290,122,2,16,2150,290,2440,2565,082191105,MABURY 1105,San Jose,6/2/2025 1:21:05 AM
LOGAN CREEK,21kV,No,818,213,30,256,12,5660,11270,16930,2566,103142101,LOGAN CREEK 2101,North Valley,6/2/2025 1:21:05 AM
CANAL,12kV,No,2607,158,65,1,6,4180,4560,8740,2567,252091105,CANAL 1105,Yosemite,6/2/2025 1:21:05 AM
SAN PABLO,12kV,No,2033,158,151,0,14,1720,580,2300,2568,014371106,SAN PABLO 1106,East Bay,6/2/2025 1:21:05 AM
LAURELES,12kV,No,1548,338,32,9,3,2990,220,3210,2569,182371112,LAURELES 1112,Central Coast,6/2/2025 1:21:05 AM
PEORIA,17kV,No,2941,193,45,31,43,9340,900,10240,2570,163781704,PEORIA 1704,Yosemite,6/2/2025 1:21:05 AM
LAKEVIEW,12kV,Yes,4,11,8,30,0,1380,2580,3960,2571,253411107,LAKEVIEW 1107,Kern,6/2/2025 1:21:05 AM
GRAYS FLAT,4.16kV,No,102,21,0,0,1,20,0,20,2572,102530401,GRAYS FLAT 0401,North Valley,6/2/2025 1:21:05 AM
KIRKER,21kV,No,4859,191,38,0,23,6550,3860,10410,2573,014452104,KIRKER 2104,Diablo,6/2/2025 1:21:05 AM
ALPAUGH,12kV,No,202,50,12,119,1,120,760,880,2574,254001104,ALPAUGH 1104,Fresno,6/2/2025 1:21:05 AM
SF E,12kV,No,4430,195,56,0,8,1020,350,1370,2575,022071107,SF E 1107,San Francisco,6/2/2025 1:21:05 AM
FORT ORD,21kV,No,3228,304,73,0,5,2740,150,2890,2576,182402107,FORT ORD 2107,Central Coast,6/2/2025 1:21:05 AM
MT EDEN,12kV,Yes,4503,342,99,0,38,3150,3490,6640,2577,013761112,MT EDEN 1112,Mission,6/2/2025 1:21:05 AM
ANITA,12kV,Yes,209,21,1,97,0,2520,340,2860,2578,102841101,ANITA 1101,North Valley,6/2/2025 1:21:05 AM
STOCKDALE,12kV,No,1268,112,51,0,5,2950,630,3580,2579,254071111,STOCKDALE 1111,Kern,6/2/2025 1:21:05 AM
CALIFORNIA AVE,12kV,Yes,2720,348,85,0,39,5210,1050,6260,2580,252281116,CALIFORNIA AVE 1116,Fresno,6/2/2025 1:21:05 AM
HAMMER,12kV,No,1898,63,19,0,0,1750,190,1940,2581,163301106,HAMMER 1106,Stockton,6/2/2025 1:21:05 AM
LAMMERS,12kV,No,1167,32,1,11,1,4560,5230,9790,2582,162771104,LAMMERS 1104,Stockton,6/2/2025 1:21:05 AM
MILLBRAE,12kV,No,276,80,73,0,20,1140,340,1480,2583,022691106,MILLBRAE 1106,Peninsula,6/2/2025 1:21:05 AM
MANCHESTER,12kV,No,1768,141,36,0,7,3700,170,3870,2584,253921111,MANCHESTER 1111,Fresno,6/2/2025 1:21:05 AM
TEMPLETON,21kV,No,589,329,165,68,4,5090,3190,8280,2585,183052112,TEMPLETON 2112,Los Padres,6/2/2025 1:21:05 AM
PHILO,12kV,No,802,167,20,73,1,840,310,1150,2586,042601102,PHILO 1102,Humboldt,6/2/2025 1:21:05 AM
SF N,4.16kV,No,1146,202,23,0,9,40,0,40,2587,022280405,SF N 0405,San Francisco,6/2/2025 1:21:05 AM
RANDOLPH,4.16kV,No,1715,39,15,0,4,190,0,190,2588,022590402,RANDOLPH 0402,San Francisco,6/2/2025 1:21:05 AM
MENLO,4.16kV,No,524,31,4,0,1,1890,190,2080,2589,024130402,MENLO 0402,Peninsula,6/2/2025 1:21:05 AM
FRENCH CAMP,12kV,Yes,513,110,44,272,9,1250,3670,4920,2590,163291102,FRENCH CAMP 1102,Stockton,6/2/2025 1:21:05 AM
SANTA ROSA A,12kV,No,3138,283,43,8,18,7140,790,7930,2591,042151104,SANTA ROSA A 1104,Sonoma,6/2/2025 1:21:05 AM
HUNTERS POINT (P),12kV,No,2040,460,169,5,78,630,80,710,2592,022331105,HUNTERS POINT (P) 1105,San Francisco,6/2/2025 1:21:05 AM
WOLFE,12kV,No,1721,81,53,0,15,980,330,1310,2593,083671110,WOLFE 1110,De Anza,6/2/2025 1:21:05 AM
EMBARCADERO (Z),12kV,Yes,369,96,90,0,7,50,120,170,2594,022871113,EMBARCADERO (Z) 1113,San Francisco,6/2/2025 1:21:05 AM
EL PATIO,12kV,No,308,113,13,0,2,170,0,170,2595,082921101,EL PATIO 1101,De Anza,6/2/2025 1:21:05 AM
SF K,4.16kV,No,812,128,24,0,6,80,0,80,2596,022130407,SF K 0407,San Francisco,6/2/2025 1:21:05 AM
TEJON,12kV,Yes,30,12,61,3,4,1910,0,1910,2597,252931107,TEJON 1107,Kern,6/2/2025 1:21:05 AM
STAGG,21kV,No,3427,371,102,0,2,2800,70,2870,2598,162422103,STAGG 2103,Stockton,6/2/2025 1:21:05 AM
TRIMBLE,12kV,Yes,2,332,182,0,4,370,110,480,2599,083801107,TRIMBLE 1107,San Jose,6/2/2025 1:21:05 AM
BARRY,12kV,Yes,164,46,3,93,0,340,160,500,2600,152111102,BARRY 1102,Sacramento,6/2/2025 1:21:05 AM
OAKLAND J,12kV,No,1552,266,73,0,,349,509,858,2601,012091111,OAKLAND J 1111,East Bay,6/2/2025 1:21:05 AM
PAUL SWEET,21kV,No,5592,630,134,2,15,7850,730,8580,2602,083252105,PAUL SWEET 2105,Central Coast,6/2/2025 1:21:05 AM
LLAGAS,21kV,No,5448,471,137,6,38,9200,2600,11800,2603,083182105,LLAGAS 2105,San Jose,6/2/2025 1:21:05 AM
BOWLES,12kV,Yes,329,54,6,192,2,2010,180,2190,2604,253531104,BOWLES 1104,Fresno,6/2/2025 1:21:05 AM
MOSHER,21kV,No,2782,104,19,20,21,7480,890,8370,2605,163722111,MOSHER 2111,Stockton,6/2/2025 1:21:05 AM
BELMONT,12kV,Yes,1856,105,36,0,18,3480,3540,7020,2606,024031109,BELMONT 1109,Peninsula,6/2/2025 1:21:05 AM
MORGAN HILL,21kV,No,4027,235,48,60,6,9780,2300,12080,2607,083242105,MORGAN HILL 2105,San Jose,6/2/2025 1:21:05 AM
TULARE LAKE,12kV,Yes,21,24,3,77,17,2960,0,2960,2608,252951106,TULARE LAKE 1106,Fresno,6/2/2025 1:21:05 AM
MEADOW LANE,21kV,Yes,621,21,20,0,2,20,0,20,2609,014302102,MEADOW LANE 2102,Diablo,6/2/2025 1:21:05 AM
KEARNEY,12kV,No,1928,117,8,185,1,4930,220,5150,2610,252701110,KEARNEY 1110,Fresno,6/2/2025 1:21:05 AM
VACA DIXON,12kV,Yes,1,168,219,1,6,2190,910,3100,2611,063591109,VACA DIXON 1109,North Bay,6/2/2025 1:21:05 AM
SOLEDAD,21kV,No,2566,206,50,39,19,3330,190,3520,2612,182052104,SOLEDAD 2104,Central Coast,6/2/2025 1:21:05 AM
POTRERO PP (A),12kV,No,5258,484,158,0,26,1400,190,1590,2613,022031101,POTRERO PP (A) 1101,San Francisco,6/2/2025 1:21:05 AM
DALY CITY,12kV,No,2329,104,28,0,26,690,40,730,2614,022641109,DALY CITY 1109,Peninsula,6/2/2025 1:21:05 AM
STOCKTON A,12kV,No,1148,369,115,2,14,2520,260,2780,2615,162371105,STOCKTON A 1105,Stockton,6/2/2025 1:21:05 AM
SALT SPRINGS,21kV,No,1937,68,7,0,8,190,0,190,2616,163692102,SALT SPRINGS 2102,Stockton,6/2/2025 1:21:05 AM
WYANDOTTE,12kV,No,3222,248,39,49,3,4990,8090,13080,2617,102911109,WYANDOTTE 1109,North Valley,6/2/2025 1:21:05 AM
REDBUD,12kV,No,3223,159,20,19,5,2560,4500,7060,2618,043191102,REDBUD 1102,Humboldt,6/2/2025 1:21:05 AM
FRENCH CAMP,12kV,Yes,666,82,23,36,9,1520,130,1650,2619,163291101,FRENCH CAMP 1101,Stockton,6/2/2025 1:21:05 AM
LAMMERS,12kV,No,1937,78,16,3,4,4780,140,4920,2620,162771106,LAMMERS 1106,Stockton,6/2/2025 1:21:05 AM
ASHLAN AVE,12kV,No,2298,101,29,0,5,2270,60,2330,2621,252051107,ASHLAN AVE 1107,Fresno,6/2/2025 1:21:05 AM
MENDOCINO,12kV,No,1491,154,33,43,0,1970,100,2070,2622,042951101,MENDOCINO 1101,Humboldt,6/2/2025 1:21:05 AM
STOCKDALE,21kV,No,2495,260,136,41,12,7090,2140,9230,2623,254072115,STOCKDALE 2115,Kern,6/2/2025 1:21:05 AM
VINEYARD,21kV,No,6472,227,187,5,36,12310,1420,13730,2624,014502110,VINEYARD 2110,Mission,6/2/2025 1:21:05 AM
BRITTON,12kV,Yes,0,45,49,0,2,60,120,180,2625,083611115,BRITTON 1115,De Anza,6/2/2025 1:21:05 AM
SWIFT,21kV,No,4505,160,62,2,8,7620,490,8110,2626,083392107,SWIFT 2107,San Jose,6/2/2025 1:21:05 AM
DALY CITY,12kV,No,2066,83,33,3,6,430,670,1100,2627,022641103,DALY CITY 1103,Peninsula,6/2/2025 1:21:05 AM
EMBARCADERO (Z),12kV,No,4212,252,161,2,6,150,0,150,2628,022871116,EMBARCADERO (Z) 1116,San Francisco,6/2/2025 1:21:05 AM
PLAINFIELD,12kV,No,1005,63,17,112,7,4990,660,5650,2629,063441105,PLAINFIELD 1105,Sacramento,6/2/2025 1:21:05 AM
NORTECH,21kV,No,2319,30,69,0,10,1670,1760,3430,2630,082462107,NORTECH 2107,San Jose,6/2/2025 1:21:05 AM
ASHLAN AVE,21kV,No,932,91,51,0,2,1700,120,1820,2631,252052101,ASHLAN AVE 2101,Fresno,6/2/2025 1:21:05 AM
BELL,12kV,No,1250,206,98,13,4,5460,1740,7200,2632,152701107,BELL 1107,Sierra,6/2/2025 1:21:05 AM
LAKEVILLE,12kV,Yes,1374,113,93,41,6,3470,4310,7780,2633,043371101,LAKEVILLE 1101,Sonoma,6/2/2025 1:21:05 AM
PAUL SWEET,21kV,No,5135,610,196,45,10,8080,3990,12070,2634,083252107,PAUL SWEET 2107,Central Coast,6/2/2025 1:21:05 AM
HARTER,12kV,No,1241,502,130,0,8,1990,690,2680,2635,152851107,HARTER 1107,Sacramento,6/2/2025 1:21:05 AM
BURLINGAME,4.16kV,No,1415,44,6,0,8,710,300,1010,2636,024050404,BURLINGAME 0404,Peninsula,6/2/2025 1:21:05 AM
PARLIER,12kV,No,1954,145,41,99,5,5080,170,5250,2637,252291102,PARLIER 1102,Fresno,6/2/2025 1:21:05 AM
JARVIS,12kV,No,4787,336,103,0,24,4290,100,4390,2638,013501101,JARVIS 1101,Mission,6/2/2025 1:21:05 AM
BOGUE,12kV,No,1939,224,57,4,5,8010,350,8360,2639,153781104,BOGUE 1104,Sacramento,6/2/2025 1:21:05 AM
PITTSBURG,4.16kV,Yes,290,4,0,0,2,180,0,180,2640,012160402,PITTSBURG 0402,Diablo,10/1/2025 11:34:21 AM
BRIDGEVILLE,12kV,Yes,74,15,2,6,,1559,1559,3118,2641,192461101,BRIDGEVILLE 1101,Humboldt,10/1/2025 7:51:55 AM
ANITA,12kV,No,72,25,1,96,,533,533,1066,2642,102841102,ANITA 1102,North Valley,10/1/2025 7:51:55 AM
SAN MATEO,4.16kV,No,1119,130,46,0,7,380,120,500,2643,024190407,SAN MATEO 0407,Peninsula,6/2/2025 1:21:05 AM
OLIVEHURST,12kV,No,1203,170,54,1,3,1570,630,2200,2644,152901104,OLIVEHURST 1104,Sacramento,6/2/2025 1:21:05 AM
MOUNTAIN QUARRIES,21kV,No,3383,233,48,26,7,9320,820,10140,2645,152282101,MOUNTAIN QUARRIES 2101,Sierra,6/2/2025 1:21:05 AM
DALY CITY,12kV,No,5025,148,54,2,8,2270,400,2670,2646,022641112,DALY CITY 1112,Peninsula,6/2/2025 1:21:05 AM
BRUNSWICK,12kV,No,828,493,142,2,4,1480,240,1720,2647,152481102,BRUNSWICK 1102,Sierra,6/2/2025 1:21:05 AM
KERCKHOFF,12kV,No,234,31,3,2,2,150,0,150,2648,252561101,KERCKHOFF 1101,Fresno,6/2/2025 1:21:05 AM
DUMBARTON,12kV,No,3725,293,75,0,10,2960,360,3320,2649,014471107,DUMBARTON 1107,Mission,6/2/2025 1:21:05 AM
SAN RAMON,21kV,No,2229,285,98,0,5,2040,180,2220,2650,014232103,SAN RAMON 2103,Mission,6/2/2025 1:21:05 AM
PLUMAS,21kV,No,2693,83,13,111,6,9820,890,10710,2651,153732106,PLUMAS 2106,Sacramento,6/2/2025 1:21:05 AM
MORGAN HILL,21kV,No,2014,368,147,103,19,5610,1910,7520,2652,083242106,MORGAN HILL 2106,San Jose,6/2/2025 1:21:05 AM
COUNTRY CLUB,12kV,No,1624,47,10,0,3,1740,100,1840,2653,163121101,COUNTRY CLUB 1101,Stockton,6/2/2025 1:21:05 AM
STAGG,21kV,No,3006,111,38,1,4,4170,2500,6670,2654,162422106,STAGG 2106,Stockton,6/2/2025 1:21:05 AM
LAKEVILLE,12kV,No,3897,109,8,0,7,5470,200,5670,2655,043371105,LAKEVILLE 1105,Sonoma,6/2/2025 1:21:05 AM
OAKLAND L,12kV,Yes,1916,226,81,1,9,980,120,1100,2656,012111101,OAKLAND L 1101,East Bay,6/2/2025 1:21:05 AM
MISSION (X),12kV,No,796,5,10,0,13,40,0,40,2657,022011114,MISSION (X) 1114,San Francisco,6/2/2025 1:21:05 AM
OREGON TRAIL,12kV,No,1197,95,26,3,7,4210,510,4720,2658,103521104,OREGON TRAIL 1104,North Valley,6/2/2025 1:21:05 AM
TEJON,12kV,Yes,27,16,6,62,1,840,1160,2000,2659,252931103,TEJON 1103,Kern,6/2/2025 1:21:05 AM
SUMMIT,12kV,Yes,223,57,24,0,0,20,0,20,2660,152591102,SUMMIT 1102,Sierra,6/2/2025 1:21:05 AM
BUENA VISTA,12kV,Yes,14,25,18,48,1,200,740,940,2661,182261106,BUENA VISTA 1106,Central Coast,6/2/2025 1:21:05 AM
SUISUN,12kV,No,3171,220,65,0,10,2710,660,3370,2662,062131102,SUISUN 1102,North Bay,6/2/2025 1:21:05 AM
BRITTON,12kV,No,4025,219,137,0,17,2510,90,2600,2663,083611106,BRITTON 1106,De Anza,6/2/2025 1:21:05 AM
MADERA,12kV,No,1884,171,72,4,12,5950,160,6110,2664,252761104,MADERA 1104,Yosemite,6/2/2025 1:21:05 AM
PEASE,12kV,No,1537,44,8,14,2,4350,80,4430,2665,153751101,PEASE 1101,Sacramento,6/2/2025 1:21:05 AM
BUCKS CREEK,12kV,Yes,291,64,1,0,25,0,0,0,2666,102211103,BUCKS CREEK 1103,North Valley,6/2/2025 1:21:05 AM
HUNTERS POINT (P),12kV,No,4017,169,47,1,20,1230,90,1320,2667,022331108,HUNTERS POINT (P) 1108,San Francisco,6/2/2025 1:21:05 AM
GREEN VALLEY,21kV,No,2433,252,46,402,7,4660,500,5160,2668,083192101,GREEN VALLEY 2101,Central Coast,6/2/2025 1:21:05 AM
MARICOPA,12kV,Yes,29,32,39,8,1,1960,5000,6960,2669,254211101,MARICOPA 1101,Kern,6/2/2025 1:21:05 AM
RINCON,12kV,No,1896,74,19,18,6,5210,970,6180,2670,043321103,RINCON 1103,Sonoma,6/2/2025 1:21:05 AM
OTTER,12kV,No,539,47,2,0,2,670,50,720,2671,182941101,OTTER 1101,Central Coast,6/2/2025 1:21:05 AM
ALHAMBRA,12kV,No,2905,179,51,0,8,2450,130,2580,2672,014101102,ALHAMBRA 1102,Diablo,6/2/2025 1:21:05 AM
SF N,4.16kV,No,808,16,3,0,6,450,30,480,2673,022280403,SF N 0403,San Francisco,6/2/2025 1:21:05 AM
ALMADEN,12kV,No,3177,161,101,0,12,3610,90,3700,2674,083431108,HICKS 1108,San Jose,6/2/2025 1:21:05 AM
NORTH DUBLIN,21kV,No,4532,279,90,13,25,11990,1350,13340,2675,014052103,NORTH DUBLIN 2103,Mission,6/2/2025 1:21:05 AM
STOCKTON ACRES,4.16kV,No,311,16,2,0,0,340,0,340,2676,163220401,STOCKTON ACRES 0401,Stockton,6/2/2025 1:21:05 AM
SNEATH LANE,12kV,Yes,3907,113,64,0,27,1330,120,1450,2677,022721106,SNEATH LANE 1106,Peninsula,6/2/2025 1:21:05 AM
WEBER,12kV,Yes,202,16,24,0,2,890,290,1180,2678,163481101,WEBER 1101,Stockton,6/2/2025 1:21:05 AM
JARVIS,12kV,Yes,265,49,53,0,2,1640,1970,3610,2679,013501106,JARVIS 1106,Mission,6/2/2025 1:21:05 AM
POINT MORETTI,12kV,Yes,680,105,19,13,2,1170,160,1330,2680,082931101,POINT MORETTI 1101,Central Coast,6/2/2025 1:21:05 AM
OAKLAND X,12kV,No,5467,255,57,0,13,3440,180,3620,2681,012541105,OAKLAND X 1105,East Bay,10/1/2025 11:34:21 AM
ROSEDALE,21kV,No,1002,289,126,0,14,3030,720,3750,2682,254762102,ROSEDALE 2102,Kern,6/2/2025 1:21:05 AM
CLAYTON,21kV,No,4285,165,59,0,23,7560,410,7970,2683,012022216,CLAYTON 2216,Diablo,6/2/2025 1:21:05 AM
SANGER,12kV,No,1333,127,20,304,1,5370,420,5790,2684,252351108,SANGER 1108,Fresno,6/2/2025 1:21:05 AM
OLD RIVER,12kV,Yes,2,3,2,34,0,3290,400,3690,2685,252821105,OLD RIVER 1105,Kern,6/2/2025 1:21:05 AM
JARVIS,12kV,No,6019,397,84,1,22,6070,580,6650,2686,013501111,JARVIS 1111,Mission,6/2/2025 1:21:05 AM
LIVINGSTON,12kV,No,2171,180,39,183,11,3250,940,4190,2687,252261106,LIVINGSTON 1106,Yosemite,6/2/2025 1:21:05 AM
SF K,12kV,Yes,4262,110,28,0,32,890,4430,5320,2688,022131101,SF K 1101,San Francisco,6/2/2025 1:21:05 AM
VACAVILLE,12kV,Yes,1999,92,19,3,3,6240,360,6600,2689,063601111,VACAVILLE 1111,North Bay,6/2/2025 1:21:05 AM
BURLINGAME,4.16kV,No,1140,102,17,0,4,540,120,660,2690,024050401,BURLINGAME 0401,Peninsula,6/2/2025 1:21:05 AM
BULLARD,12kV,No,668,96,27,0,2,1440,40,1480,2691,253961106,BULLARD 1106,Fresno,6/2/2025 1:21:05 AM
SISQUOC,12kV,Yes,259,77,20,178,0,1850,850,2700,2692,182811102,SISQUOC 1102,Los Padres,6/2/2025 1:21:05 AM
WESTPARK,12kV,No,748,284,163,2,26,2520,790,3310,2693,253701109,WESTPARK 1109,Kern,6/2/2025 1:21:05 AM
LARKIN (Y),12kV,No,3619,376,89,0,7,1120,60,1180,2694,022801107,LARKIN (Y) 1107,San Francisco,6/2/2025 1:21:05 AM
SAN MIGUEL,12kV,Yes,958,166,50,244,1,6490,1090,7580,2695,182661107,SAN MIGUEL 1107,Los Padres,6/2/2025 1:21:05 AM
WILLOWS A,12kV,No,1193,156,29,0,11,2820,590,3410,2696,102741103,WILLOWS A 1103,North Valley,6/2/2025 1:21:05 AM
SAN JOSE A,12kV,Yes,507,79,21,0,12,140,220,360,2697,082251109,SAN JOSE A 1109,San Jose,6/2/2025 1:21:05 AM
WEIMAR,12kV,No,610,25,6,0,3,1280,90,1370,2698,152491102,WEIMAR 1102,Sierra,6/2/2025 1:21:05 AM
STOCKTON A,12kV,Yes,607,83,81,0,13,120,260,380,2699,162371111,STOCKTON A 1111,Stockton,6/2/2025 1:21:05 AM
BORDEN,12kV,No,253,88,19,310,8,6860,13030,19890,2700,255121103,BORDEN 1103,Yosemite,6/2/2025 1:21:05 AM
HAMMONDS,12kV,Yes,8,5,0,46,13,900,0,900,2701,253401104,HAMMONDS 1104,Yosemite,6/2/2025 1:21:05 AM
COLUMBUS,12kV,No,2554,77,37,0,10,8250,200,8450,2702,253951109,COLUMBUS 1109,Kern,6/2/2025 1:21:05 AM
MARTELL,12kV,No,1008,212,35,1,1,1060,130,1190,2703,163011102,MARTELL 1102,Stockton,6/2/2025 1:21:05 AM
POINT ARENA,12kV,No,714,165,16,24,2,340,280,620,2704,043381101,POINT ARENA 1101,Humboldt,6/2/2025 1:21:05 AM
PANOCHE,12kV,Yes,118,89,32,84,19,2980,900,3880,2705,253671103,PANOCHE 1103,Yosemite,6/2/2025 1:21:05 AM
TEMPORARY CARBONA,12kV,Yes,1117,96,89,0,2,3840,120,3960,2706,169951102,TEMPORARY CARBONA 1102,Stockton,6/2/2025 1:21:05 AM
AIRWAYS,12kV,No,2170,394,145,8,8,7140,630,7770,2707,252041103,AIRWAYS 1103,Fresno,6/2/2025 1:21:05 AM
DAIRYLAND,12kV,Yes,71,14,6,254,0,7100,1100,8200,2708,252421105,DAIRYLAND 1105,Yosemite,6/2/2025 1:21:05 AM
CARQUINEZ,12kV,Yes,2595,318,49,0,10,4780,30,4810,2709,043281105,CARQUINEZ 1105,North Bay,6/2/2025 1:21:05 AM
VALLEJO B,4.16kV,No,1031,117,16,0,4,680,60,740,2710,042450414,VALLEJO B 0414,North Bay,6/2/2025 1:21:05 AM
OROVILLE,12kV,No,2165,258,105,3,8,2890,580,3470,2711,102521101,OROVILLE 1101,North Valley,6/2/2025 1:21:05 AM
HOLLISTER,21kV,No,3941,316,48,134,9,8200,2060,10260,2712,182492105,HOLLISTER 2105,Central Coast,6/2/2025 1:21:05 AM
MENDOTA,12kV,Yes,71,28,4,75,12,930,0,930,2713,252311104,MENDOTA 1104,Yosemite,6/2/2025 1:21:05 AM
OAKLAND C,12kV,Yes,52,35,38,1,1,260,0,260,2714,012011118,OAKLAND C 1118,East Bay,6/2/2025 1:21:05 AM
FAIRWAY,12kV,Yes,3029,272,110,3,10,4180,12290,16470,2715,182061104,FAIRWAY 1104,Los Padres,11/3/2025 11:41:51 AM
DIXON LANDING,21kV,Yes,350,99,129,0,2,2800,1650,4450,2716,014722111,DIXON LANDING 2111,Mission,6/2/2025 1:21:05 AM
EDES,12kV,No,402,123,80,1,10,3990,4260,8250,2717,013681111,EDES 1111,East Bay,6/2/2025 1:21:05 AM
WEBER,12kV,No,507,75,86,32,14,5760,60,5820,2718,163481107,WEBER 1107,Stockton,6/2/2025 1:21:05 AM
DALY CITY,12kV,No,1887,103,124,0,25,520,740,1260,2719,022641110,DALY CITY 1110,Peninsula,6/2/2025 1:21:05 AM
SAN RAMON,21kV,No,1165,34,36,0,19,2220,2290,4510,2720,014232117,SAN RAMON 2117,Mission,6/2/2025 1:21:05 AM
NORD,12kV,No,1751,119,34,19,2,4350,3470,7820,2721,103071106,NORD 1106,North Valley,6/2/2025 1:21:05 AM
RIPON,17kV,No,2268,196,40,228,26,7880,1980,9860,2722,163801701,RIPON 1701,Stockton,6/2/2025 1:21:05 AM
ARBUCKLE,12kV,Yes,942,123,25,139,5,5760,4870,10630,2723,062081104,ARBUCKLE 1104,Sacramento,6/2/2025 1:21:05 AM
KEARNEY,12kV,No,2444,90,61,1,6,3760,650,4410,2724,252051112,ASHLAN AVE 1112,Fresno,6/2/2025 1:21:05 AM
SAN RAMON,21kV,No,5120,184,58,0,25,8720,320,9040,2725,014232104,SAN RAMON 2104,Mission,6/2/2025 1:21:05 AM
DEEPWATER,12kV,No,2802,134,36,24,8,7850,430,8280,2726,063621107,DEEPWATER 1107,Sacramento,6/2/2025 1:21:05 AM
BULLARD,12kV,No,725,107,64,0,2,2190,60,2250,2727,253961109,BULLARD 1109,Fresno,6/2/2025 1:21:05 AM
HOLLISTER,21kV,No,5505,394,161,8,26,7480,560,8040,2728,182492103,HOLLISTER 2103,Central Coast,6/2/2025 1:21:05 AM
ARVIN,12kV,No,41,9,4,51,,9,17,26,2729,253801103,ARVIN 1103,Kern,10/1/2025 7:51:53 AM
DEVILS DEN,12kV,Yes,11,20,10,33,0,430,0,430,2730,253451101,DEVILS DEN 1101,Fresno,6/2/2025 1:21:05 AM
VACAVILLE,12kV,No,156,96,99,0,9,2140,10,2150,2731,063601102,VACAVILLE 1102,North Bay,6/2/2025 1:21:05 AM
RICHMOND R,12kV,Yes,0,32,16,0,7,890,100,990,2732,013471123,RICHMOND R 1123,East Bay,6/2/2025 1:21:05 AM
OAKLAND C,12kV,Yes,1906,100,27,0,18,240,380,620,2733,012011112,OAKLAND C 1112,East Bay,6/2/2025 1:21:05 AM
FOOTHILL,12kV,Yes,243,55,11,65,8,490,190,680,2734,182951101,FOOTHILL 1101,Los Padres,6/2/2025 1:21:05 AM
TRES PINOS,12kV,No,274,59,10,43,2,820,230,1050,2735,183221111,TRES PINOS 1111,Central Coast,6/2/2025 1:21:05 AM
PEABODY,21kV,Yes,547,72,57,0,4,2280,0,2280,2736,063642102,PEABODY 2102,North Bay,6/2/2025 1:21:05 AM
POTRERO PP (A),12kV,Yes,512,5,24,0,2,20260,0,20260,2737,022031106,POTRERO PP (A) 1106,San Francisco,6/2/2025 1:21:05 AM
SF L,4.16kV,No,851,28,2,0,3,690,60,750,2738,022260401,SF L 0401,San Francisco,6/2/2025 1:21:05 AM
BANGOR,12kV,No,1842,188,18,54,0,4560,12050,16610,2739,103191101,BANGOR 1101,North Valley,6/2/2025 1:21:05 AM
MALAGA,12kV,No,1483,34,12,5,3,4730,1990,6720,2740,254251101,MALAGA 1101,Fresno,6/2/2025 1:21:05 AM
BARTON,12kV,No,2458,147,63,11,20,6170,1070,7240,2741,253571115,BARTON 1115,Fresno,6/2/2025 1:21:05 AM
PAUL SWEET,21kV,No,3594,690,181,1,30,2220,980,3200,2742,083252103,PAUL SWEET 2103,Central Coast,6/2/2025 1:21:05 AM
MADERA,12kV,No,1943,159,84,4,19,3410,170,3580,2743,252761114,MADERA 1114,Yosemite,6/2/2025 1:21:05 AM
WHISMAN,12kV,Yes,97,19,35,0,3,1800,640,2440,2744,083631104,WHISMAN 1104,De Anza,6/2/2025 1:21:05 AM
ORO LOMA,12kV,No,1140,177,26,141,6,1930,250,2180,2745,255371115,ORO LOMA 1115,Yosemite,6/2/2025 1:21:05 AM
PASO ROBLES,20.78kV,No,3293,134,45,5,2,6280,350,6630,2746,182611106,PASO ROBLES 1106,Los Padres,11/3/2025 11:41:51 AM
LAS POSITAS,21kV,No,4561,386,124,0,17,7220,380,7600,2747,014402109,LAS POSITAS 2109,Mission,6/2/2025 1:21:05 AM
WOODSIDE,12kV,No,2002,73,19,0,11,3880,1150,5030,2748,024251102,WOODSIDE 1102,Peninsula,6/2/2025 1:21:05 AM
CORCORAN,12kV,Yes,335,48,18,164,2,1520,50,1570,2749,252171106,CORCORAN 1106,Fresno,6/2/2025 1:21:05 AM
POTRERO PP (A),12kV,Yes,1321,34,42,0,22,120,200,320,2750,022031114,POTRERO PP (A) 1114,San Francisco,6/2/2025 1:21:05 AM
ORO LOMA,12kV,Yes,9,20,7,66,0,2120,0,2120,2751,255371116,ORO LOMA 1116,Yosemite,6/2/2025 1:21:05 AM
